interest_rate,unpaid_principal_bal,loan_term,loan_to_value,number_of_borrowers,debt_to_income_ratio,borrower_credit_score,insurance_percent,co-borrower_credit_score,insurance_type,m13
4,400000,360,67,2,24,749,0,782,0,0
3.125,110000,120,61,2,33,796,0,801,0,0
4.25,309000,360,95,2,26,795,30,796,0,0
3.375,195000,120,45,1,22,808,0,0,0,0
3.625,417000,360,65,1,48,749,0,0,0,0
3.91,91000,240,58,1,35,736,0,0,0,0
4.25,115000,360,97,2,22,749,35,778,0,0
2.875,311000,180,86,2,30,791,12,762,0,0
4.125,155000,300,80,2,33,734,0,717,0,0
4.625,127000,360,80,2,28,727,0,717,0,0
3.375,341000,180,75,2,35,726,0,786,0,0
3.875,125000,180,73,2,42,764,0,785,0,0
3.875,276000,240,80,1,33,788,0,0,0,0
4,364000,360,80,2,45,755,0,795,0,0
3.875,112000,360,80,2,15,777,0,761,0,0
4,217000,360,79,2,29,766,0,755,0,0
3.99,275000,360,66,1,37,718,0,0,0,0
3.25,77000,120,70,1,25,771,0,0,0,0
4.25,98000,360,85,1,35,799,12,0,0,0
4.125,109000,360,77,2,38,741,0,759,0,0
4.375,310000,360,94,1,43,684,30,0,0,0
3.125,126000,180,97,1,22,810,35,0,0,0
3.875,101000,180,68,2,29,797,0,793,0,0
4.125,140000,360,41,1,15,790,0,0,0,0
3.625,127000,240,66,2,28,816,0,816,0,0
3.125,68000,180,61,1,39,760,0,0,0,0
3.375,110000,180,26,2,12,769,0,792,0,0
3.875,227000,360,80,2,39,767,0,781,0,0
3.875,417000,360,63,1,29,733,0,0,0,0
4.25,140000,360,70,1,21,822,0,0,0,0
4.25,300000,360,75,2,16,729,0,739,0,0
3.625,300000,240,51,2,34,799,0,771,0,0
4.125,256000,360,90,1,21,812,25,0,0,0
3.5,127000,180,61,2,15,768,0,796,0,0
3.75,105000,240,78,1,38,705,0,0,0,0
3.875,417000,360,67,2,43,802,0,809,0,0
3.92,139000,180,75,2,43,790,0,790,0,0
4.375,169000,360,50,1,19,732,0,0,0,0
3.375,100000,180,75,1,43,740,0,0,0,0
3.875,100000,360,64,1,43,782,0,0,0,0
4.125,92000,336,69,1,30,755,0,0,0,0
3.625,112000,240,45,2,43,787,0,785,0,0
3.25,157000,180,79,2,22,759,0,797,0,0
3.875,285000,300,80,2,20,796,0,749,0,0
4,140000,180,78,2,38,650,0,692,0,0
4.125,115000,360,80,1,45,766,0,0,0,0
3.75,65000,360,44,1,27,805,0,0,0,0
4,163000,360,40,2,14,800,0,782,0,0
2.625,85000,180,39,2,18,791,0,791,0,0
4.25,113000,240,75,2,15,789,0,809,0,0
4,190000,360,88,1,45,716,25,0,0,0
4.375,442000,360,64,2,44,730,0,800,0,0
4.25,300000,360,54,1,44,770,0,0,0,0
3.875,126000,360,89,2,43,781,25,745,0,0
4.125,123000,360,80,1,40,802,0,0,0,0
4.125,147000,360,75,2,45,705,0,763,0,0
4.375,244000,360,75,1,41,754,0,0,0,0
3,405000,180,65,2,11,758,0,781,0,0
4.125,89000,360,54,2,43,809,0,821,0,0
4.125,555000,360,80,2,28,755,0,757,0,0
3.125,400000,180,40,2,34,745,0,717,0,0
3.75,42000,180,48,1,39,659,0,0,0,0
4.25,180000,360,90,1,37,740,25,0,0,0
3.875,236000,360,84,1,29,746,12,0,0,0
3.875,280000,360,80,2,40,780,0,733,0,0
3.875,375000,360,48,2,28,783,0,757,0,0
3.43,248000,180,80,2,38,818,0,786,0,0
4,180000,360,80,1,22,709,0,0,0,0
3.875,236000,360,58,2,15,809,0,810,0,0
4.375,60000,360,30,1,50,763,0,0,0,0
3.65,192000,360,80,1,41,710,0,0,0,0
3.25,114000,120,60,2,38,796,0,796,0,0
4.375,160000,360,66,1,38,812,0,0,0,0
4.375,196000,360,60,1,35,678,0,0,0,0
3.5,137000,120,66,1,12,819,0,0,0,0
3.875,130000,360,58,1,33,758,0,0,0,0
4.17,71000,360,22,1,21,725,0,0,0,0
3.25,106000,120,62,1,29,764,0,0,0,0
4.125,63000,360,80,1,33,781,0,0,0,0
3.375,345000,180,63,2,17,774,0,769,0,0
4.375,215000,360,57,2,25,806,0,812,0,0
4.25,208000,360,36,2,25,778,0,678,0,0
3.875,280000,360,58,2,16,775,0,753,0,0
4,187000,360,80,2,26,758,0,758,0,0
3.875,340000,360,67,2,42,819,0,826,0,0
4.375,244000,360,95,1,12,803,30,0,0,0
3,140000,180,80,2,20,806,0,812,0,0
4,90000,180,52,1,21,724,0,0,0,0
3.875,296000,240,75,2,33,781,0,788,0,0
5.5,58000,360,80,2,35,799,0,806,0,0
3.25,148000,180,90,1,22,778,12,0,0,0
3.25,235000,180,58,2,29,794,0,786,0,0
4.5,406000,360,63,2,33,664,0,688,0,0
4.125,390000,360,80,2,24,746,0,773,0,0
3.25,129000,120,57,2,34,650,0,684,0,0
3.75,355000,180,64,2,44,782,0,786,0,0
3.625,67000,180,79,2,25,800,0,764,0,0
4,135000,180,45,1,44,804,0,0,0,0
3.875,403000,360,77,2,32,782,0,787,0,0
4,185000,360,90,1,33,686,25,0,0,0
3.25,149000,180,91,1,35,772,25,0,0,0
4,140000,360,80,1,34,740,0,0,0,0
3.25,97000,180,34,1,19,819,0,0,0,0
5,46000,360,75,2,29,800,0,819,0,0
4.375,227000,360,71,2,22,765,0,781,0,0
4.375,228000,360,52,2,38,683,0,778,0,0
4,309000,360,95,1,14,753,30,0,0,0
3.875,360000,360,80,1,45,762,0,0,0,0
4,57000,240,79,1,27,773,0,0,0,0
3.25,180000,180,62,2,18,805,0,818,0,0
4,150000,360,47,1,42,807,0,0,0,0
4.25,82000,360,93,2,39,754,30,779,0,0
3.875,313000,360,97,2,20,774,30,765,0,0
4.25,220000,360,90,1,40,796,25,0,0,0
3.75,108000,240,66,2,33,794,0,791,0,0
3.875,191000,360,75,2,12,789,0,800,0,0
3.875,310000,360,80,1,35,804,0,0,0,0
3.5,140000,180,47,1,44,766,0,0,0,0
3.375,250000,180,63,1,40,796,0,0,0,0
4.5,172000,360,75,1,28,786,0,0,0,0
4.625,65000,360,80,1,9,814,0,0,0,0
4.5,53000,360,80,1,44,766,0,0,0,0
3,229000,120,67,2,19,817,0,814,0,0
3.75,235000,240,71,2,34,740,0,765,0,0
3.875,127000,360,85,1,32,811,12,0,0,0
4.25,171000,360,95,1,38,745,30,0,0,0
4.125,391000,360,80,1,27,724,0,0,0,0
3.25,127000,120,62,2,27,813,0,800,0,0
4.375,80000,360,75,2,41,773,0,772,0,0
3.875,68000,360,54,1,30,807,0,0,0,0
4.75,132000,360,80,1,37,666,0,0,0,0
3.875,372000,360,80,1,41,726,0,0,0,0
4.25,155000,360,68,2,44,720,0,720,0,0
4.75,79000,180,75,1,33,693,0,0,0,0
4.5,142000,360,95,2,45,711,30,719,0,0
4.125,149000,360,80,1,17,787,0,0,0,0
3.75,417000,360,42,2,43,777,0,793,0,0
3.25,123000,180,67,1,19,813,0,0,0,0
3.375,63000,180,27,1,20,777,0,0,0,0
4,80000,360,24,1,32,798,0,0,0,0
3.25,125000,180,63,2,31,760,0,789,0,0
4.125,168000,360,80,2,27,709,0,746,0,0
4.125,196000,360,80,1,43,742,0,0,0,0
3.25,160000,180,69,1,35,749,0,0,0,0
3.625,127000,360,95,1,42,769,30,0,0,0
3.875,145000,180,80,1,35,710,0,0,0,0
4.875,140000,360,75,1,31,785,0,0,0,0
3.875,226000,360,80,1,32,749,0,0,0,0
3.99,299000,240,71,2,44,819,0,812,0,0
3.99,288000,360,39,1,43,776,0,0,0,0
4,243000,360,49,1,56,813,0,0,0,0
3.25,36000,180,49,1,39,787,0,0,0,0
4.75,81000,360,66,1,30,729,0,0,0,0
4,190000,360,33,1,45,689,0,0,0,0
3.75,65000,180,61,1,45,694,0,0,0,0
3.75,300000,360,42,1,31,808,0,0,0,0
4.125,417000,360,69,1,7,793,0,0,0,0
3.25,235000,180,66,2,45,802,0,787,0,0
3.875,120000,180,80,2,34,753,0,791,0,0
3.375,148000,120,77,2,26,738,0,736,0,0
3.875,81000,180,74,1,37,797,0,0,0,0
4.5,177000,360,80,1,44,790,0,0,0,0
3.75,417000,360,70,2,38,719,0,731,0,0
4.25,121000,360,95,1,28,809,30,0,0,0
3.375,100000,180,67,1,15,710,0,0,0,0
3.25,184000,180,66,2,13,771,0,802,0,0
3,300000,120,52,2,38,782,0,789,0,0
3.875,145000,360,41,2,23,801,0,798,0,0
3.75,305000,240,71,1,48,765,0,0,0,0
3.75,148000,360,70,2,30,797,0,772,0,0
3.75,250000,360,46,1,26,706,0,0,0,0
3.375,247000,180,34,2,26,780,0,776,0,0
3.85,192000,360,90,2,28,776,25,804,0,0
4.375,156000,360,95,2,28,768,30,797,0,0
4,417000,300,65,2,23,794,0,801,0,0
4.125,145000,360,59,2,45,715,0,638,0,0
3.25,80000,180,80,1,30,782,0,0,0,0
3.5,140000,180,75,1,33,756,0,0,0,0
3.375,382000,120,80,1,38,732,0,0,0,0
3.875,267000,360,78,2,30,681,0,685,0,0
3.25,113000,180,78,2,39,758,0,785,0,0
4.125,150000,360,75,1,44,783,0,0,0,0
3.75,335000,360,80,2,23,782,0,789,0,0
4.25,82000,360,69,2,19,809,0,809,0,0
4.875,66000,360,95,1,31,808,0,0,0,0
4.625,223000,360,79,1,35,739,0,0,0,0
3,203000,180,32,2,33,801,0,811,0,0
3.875,257000,360,74,1,45,798,0,0,0,0
3.125,88000,180,40,1,30,781,0,0,0,0
3.875,162000,240,80,2,31,819,0,793,0,0
3.75,417000,240,43,1,46,819,0,0,0,0
3.985,236000,360,32,2,18,823,0,820,0,0
4.125,100000,180,22,1,33,796,0,0,0,0
4,392000,360,49,2,24,807,0,805,0,0
4,280000,360,80,2,25,786,0,786,0,0
4.25,164000,360,74,1,34,808,0,0,0,0
3.25,83000,180,38,2,23,799,0,806,0,0
3.125,300000,180,55,1,13,795,0,0,0,0
4.125,105000,360,60,1,44,784,0,0,0,0
3.875,60000,360,34,2,16,710,0,710,0,0
4.375,119000,120,75,2,42,743,0,762,0,0
5.125,390000,360,80,2,44,669,0,694,0,0
4,482000,360,74,1,40,774,0,0,0,0
3.875,229000,360,75,2,41,779,0,794,0,0
4,327000,360,69,2,25,766,0,797,0,0
3.875,223000,360,80,2,34,790,0,760,0,0
3.25,205000,120,43,1,16,693,0,0,0,0
3.5,168000,240,72,2,25,801,0,813,0,0
3.875,392000,360,70,2,22,766,0,819,0,0
3.125,115000,120,45,2,20,768,0,770,0,0
4.125,118000,360,79,1,42,754,0,0,0,0
3.5,112000,180,80,2,31,763,0,763,0,0
4.25,154000,360,70,1,35,806,0,0,0,0
4.125,262000,360,80,1,33,711,0,0,0,0
3.25,67000,180,61,2,22,805,0,809,0,0
4,89000,360,72,1,40,755,0,0,0,0
4,80000,360,63,2,23,718,0,722,0,0
4.125,60000,360,72,1,37,791,0,0,0,0
4.625,141000,360,48,2,28,792,0,792,0,0
4,75000,360,49,1,32,804,0,0,0,0
4,217000,360,66,2,28,808,0,808,0,0
3.99,180000,360,95,1,40,792,30,0,0,0
4.125,232000,360,80,2,21,760,0,808,0,0
3.875,145000,240,64,2,40,788,0,803,0,0
3.75,117000,360,69,1,29,781,0,0,0,0
3.875,126000,360,95,2,35,745,30,777,0,0
3.375,247000,180,54,2,38,632,0,751,0,0
3.125,133000,180,64,2,11,819,0,819,0,0
3.875,404000,360,71,2,40,792,0,807,0,0
4,372000,360,54,2,41,759,0,736,0,0
4.125,262000,360,80,2,26,796,0,778,0,0
3.875,158000,240,48,2,31,717,0,708,0,0
3.125,130000,120,75,1,42,736,0,0,0,0
2.625,86000,180,68,2,44,688,0,748,0,0
3.125,26000,120,55,1,43,793,0,0,0,0
3.75,91000,240,35,2,39,800,0,800,0,0
3.875,213000,360,85,1,37,787,12,0,0,0
4.25,273000,300,70,2,32,790,0,719,0,0
4.25,268000,360,85,1,26,766,12,0,0,0
3.5,200000,120,35,2,31,803,0,807,0,0
3.33,135000,120,56,2,20,724,0,748,0,0
3.875,171000,324,42,2,41,777,0,787,0,0
4.25,133000,240,44,2,45,684,0,636,0,0
3.75,218000,360,59,2,42,789,0,756,0,0
3.75,177000,360,55,2,24,807,0,816,0,0
3.875,506000,180,73,2,31,706,0,787,0,0
4.375,296000,360,66,2,43,728,0,733,0,0
4.125,404000,360,69,2,36,812,0,810,0,0
4,320000,360,80,1,44,727,0,0,0,0
4,337000,360,95,2,23,808,30,730,0,0
3.375,371000,180,58,2,36,784,0,703,0,0
4.125,197000,360,54,1,32,819,0,0,0,0
3.25,81000,120,43,2,26,802,0,805,0,0
3.875,290000,360,80,2,39,777,0,759,0,0
3.25,185000,180,57,2,22,796,0,807,0,0
3,132000,180,50,1,25,783,0,0,0,0
3,113000,180,43,2,23,767,0,807,0,0
3.875,375000,360,67,2,38,754,0,797,0,0
3.5,107000,360,46,1,33,813,0,0,0,0
3.75,259000,180,95,1,19,766,25,0,0,0
3.875,347000,360,35,1,33,804,0,0,0,0
4.375,124000,360,80,1,33,804,0,0,0,0
4.25,142000,360,17,2,10,799,0,793,0,0
3.25,128000,180,80,1,19,810,0,0,0,0
3.99,171000,360,76,2,32,797,0,767,0,0
4.375,76000,360,80,1,30,716,0,0,0,0
4.125,164000,360,70,1,23,780,0,0,0,0
3.875,162000,360,95,1,35,782,30,0,0,0
3.875,168000,120,21,2,17,799,0,793,0,0
3.875,192000,240,80,2,33,719,0,739,0,0
4.25,390000,360,85,2,31,724,12,784,0,0
3.125,130000,180,79,2,26,695,0,706,0,0
3.375,294000,180,80,2,24,806,0,807,0,0
4,224000,300,45,1,44,784,0,0,0,0
3.625,67000,360,50,1,45,720,0,0,0,0
3.125,152000,180,43,2,23,754,0,744,0,0
3.875,232000,360,95,2,37,799,30,739,0,0
3.875,349000,360,95,1,34,744,30,0,0,0
3.875,73000,360,79,2,11,794,0,800,0,0
3,412000,180,42,1,30,689,0,0,0,0
4.875,219000,360,80,2,45,713,0,707,0,0
3.875,303000,240,78,2,30,764,0,769,0,0
4,103000,240,44,2,31,792,0,789,0,0
2.875,136000,120,50,2,19,733,0,809,0,0
3.875,417000,360,31,1,30,808,0,0,0,0
4,354000,360,85,2,36,778,12,781,0,0
3.25,340000,180,70,1,29,787,0,0,0,0
3.375,109000,180,73,2,16,774,0,801,0,0
4.25,196000,360,80,1,38,809,0,0,0,0
4.375,67000,360,47,1,44,756,0,0,0,0
4.125,128000,360,88,2,42,802,25,804,0,0
3.25,338000,180,35,2,29,797,0,801,0,0
3.75,411000,360,69,2,37,787,0,792,0,0
4.25,275000,360,75,1,36,786,0,0,0,0
4.75,188000,360,95,1,42,728,30,0,0,0
4,252000,360,80,1,34,816,0,0,0,0
2.775,60000,120,41,2,23,801,0,798,0,0
4.125,43000,360,59,1,22,768,0,0,0,0
3.75,92000,360,77,2,18,776,0,737,0,0
4,150000,180,51,2,40,734,0,788,0,0
3.75,246000,360,45,2,42,805,0,811,0,0
4.125,288000,360,80,2,28,762,0,798,0,0
4,283000,360,55,2,22,816,0,805,0,0
3.125,44000,180,80,1,18,662,0,0,0,0
4.125,300000,360,55,2,45,801,0,809,0,0
4.25,369000,360,95,2,30,724,30,692,0,0
3.875,209000,360,74,2,34,790,0,799,0,0
3.625,185000,360,80,2,41,804,0,795,0,0
4.375,160000,360,80,1,42,770,0,0,0,0
4,110000,360,95,1,26,809,30,0,0,0
4.5,95000,360,44,2,22,675,0,661,0,0
4,88000,360,95,2,35,802,30,808,0,0
3.875,417000,360,66,2,17,763,0,750,0,0
3.875,172000,360,75,2,41,805,0,801,0,0
